#{"t_start": 1686631012.1106446, "env_id": null}
r,l,t
0.0,1,868.831541
-1.0,1,870.24289
-0.9,1,871.595669
-1.0,1,872.92527
-1.0,1,874.263036
-1.0,1,875.704917
-0.9,1,876.969374
-1.0,1,878.291892
-0.9,1,879.633861
-1.0,1,880.985497
-1.0,1,882.464563
0.1,1,883.719132
-0.9,1,885.096969
-0.9,1,886.497528
0.1,1,887.810913
-0.9,1,889.126384
0.1,1,890.576714
-0.9,1,891.806515
0.1,1,893.168976
0.1,1,894.52083
-0.9,1,895.869105
-1.0,1,897.381676
0.0,1,898.632639
-1.0,1,899.997763
-0.9,1,901.366647
0.1,1,902.739691
-0.9,1,904.098294
-0.9,1,905.47609
-0.9,1,906.825301
-0.9,1,908.137101
0.1,1,909.515888
-0.9,1,910.869853
0.1,1,912.361972
0.1,1,913.647877
0.1,1,915.0281
-0.9,1,916.43397
-0.9,1,917.754979
0.1,1,919.098306
-0.9,1,920.437833
0.1,1,921.768521
-0.9,1,923.11192
0.1,1,924.483537
-0.9,1,925.8331
0.1,1,927.302562
0.1,1,928.579115
0.1,1,929.944076
0.1,1,931.335378
0.1,1,932.684516
-0.9,1,934.029507
-0.9,1,935.457148
0.1,1,936.731077
-0.9,1,938.038358
0.1,1,939.452102
0.1,1,940.791576
0.1,1,942.221059
-0.9,1,943.496355
-0.9,1,944.898791
-0.9,1,946.29549
0.1,1,947.616276
-0.9,1,948.944474
0.1,1,950.459056
0.6,7,958.825554
-0.3,7,967.001199
-0.3,7,975.116932
-0.4,6,982.042096
0.2,2,984.724861
0.1,1,986.100591
0.1,1,987.478021
0.1,1,988.826604
-0.9,1,990.201834
-0.9,1,991.566958
0.1,1,992.882874
0.1,1,994.255785
0.1,1,995.539921
0.1,1,996.830725
-0.9,1,998.173541
0.1,1,999.491735
-0.9,1,1000.822842
-0.9,1,1002.219421
0.1,1,1003.544072
0.1,1,1004.907065
-0.9,1,1006.262446
-0.9,1,1007.569062
0.1,1,1008.894118
-0.9,1,1010.345479
-0.2,8,1019.610358
0.3,4,1024.773597
-0.7,5,1030.348463
-0.6,5,1036.930761
0.1,1,1038.336477
-0.9,1,1039.634271
-0.9,1,1041.026577
0.1,1,1042.396994
0.5,6,1049.798068
0.4,5,1055.890325
0.0,1,1057.287635
0.1,1,1058.752851
